[HEADER]
17-10-2022
11:42:16


[DATA]
[s]	[±0.008 bar]
time	pres
3.326	-0.007
3.327	-0.011
3.328	-0.016
3.329	-0.015
3.330	0.023
3.331	-0.000
3.332	0.030
3.333	0.014
3.334	0.015
3.335	0.001
3.336	0.022
3.337	0.007
3.338	0.011
3.339	0.037
3.340	0.055
3.341	0.025
3.342	0.010
3.343	0.036
3.344	0.025
3.345	0.009
3.346	-0.001
3.347	-0.007
3.348	-0.026
3.349	0.012
3.350	0.010
3.351	0.014
3.352	-0.002
3.353	0.023
3.354	0.040
3.355	0.042
3.356	0.043
3.357	0.027
3.358	0.018
3.359	0.013
3.360	0.019
3.361	0.015
3.362	0.024
3.363	0.010
3.364	0.010
3.365	0.018
3.366	0.019
3.367	0.009
3.368	0.005
3.369	0.013
3.371	0.013
3.371	-0.007
3.372	0.005
3.373	0.009
3.374	0.009
3.375	-0.004
3.376	-0.016
3.377	-0.031
3.378	-0.032
3.379	-0.016
3.380	-0.014
3.381	-0.024
3.382	-0.009
3.383	-0.003
3.384	-0.000
3.385	0.029
3.386	0.018
3.387	0.049
3.388	0.034
3.389	0.042
3.390	0.005
3.391	0.018
3.392	0.016
3.393	0.011
3.394	-0.001
3.395	-0.015
3.396	-0.016
3.397	0.012
3.398	0.018
3.399	0.035
3.400	0.026
3.401	0.040
3.402	-0.004
3.403	-0.002
3.404	0.028
3.405	0.022
3.406	0.008
3.407	0.025
3.408	0.029
3.409	-0.012
3.410	-0.005
3.411	-0.017
3.412	-0.020
3.413	-0.035
3.414	-0.005
3.415	0.020
3.416	0.035
3.417	0.001
3.418	0.006
3.419	-0.004
3.421	-0.001
3.421	0.019
3.422	0.005
3.423	0.028
3.424	0.008
3.425	0.004
3.426	0.017
3.427	0.042
3.428	0.026
3.429	0.001
3.430	-0.013
3.431	0.032
3.432	0.028
3.433	0.006
3.434	0.033
3.435	0.020
3.436	0.036
3.437	0.006
3.438	0.010
3.439	-0.020
3.440	0.020
3.441	0.022
3.442	0.019
3.443	-0.001
3.444	0.016
3.445	0.016
3.446	0.019
3.447	0.024
3.448	0.010
3.449	0.024
3.450	0.031
3.451	0.029
3.452	0.008
3.453	-0.005
3.454	-0.002
3.455	0.005
3.456	0.014
3.457	0.028
3.458	0.026
3.459	-0.015
3.460	0.006
3.461	-0.022
3.462	-0.002
3.463	0.026
3.464	0.021
3.465	0.003
3.466	0.016
3.467	0.018
3.468	-0.015
3.469	0.002
3.471	-0.023
3.471	0.002
3.472	0.000
3.473	-0.009
3.474	0.027
3.475	0.001
3.476	0.015
3.477	0.040
3.478	-0.005
3.479	-0.006
3.480	0.009
3.481	0.020
3.482	0.013
3.483	0.022
3.484	0.003
3.485	0.020
3.486	0.037
3.487	0.015
3.488	0.029
3.489	-0.005
3.490	0.003
3.491	0.016
3.492	0.004
3.493	0.006
3.494	0.017
3.495	-0.005
3.496	0.000
3.497	-0.023
3.498	-0.009
3.499	-0.018
3.500	-0.008
3.501	-0.032
3.502	-0.026
3.503	-0.010
3.504	-0.029
3.505	-0.022
3.506	0.014
3.507	-0.010
3.508	0.003
3.509	-0.002
3.510	0.020
3.511	0.011
3.512	-0.008
3.513	0.006
3.514	0.005
3.515	0.013
3.516	0.019
3.517	0.011
3.518	0.011
3.519	0.011
3.521	0.028
3.521	0.017
3.522	0.022
3.523	0.010
3.524	0.007
3.525	-0.003
3.526	-0.017
3.527	-0.005
3.528	-0.020
3.529	-0.014
3.530	0.007
3.531	-0.005
3.532	-0.022
3.533	0.031
3.534	0.031
3.535	-0.011
3.536	0.008
3.537	0.013
3.538	0.018
3.539	0.034
3.540	0.030
3.541	-0.002
3.542	-0.003
3.543	-0.019
3.544	0.000
3.545	0.039
3.546	0.039
3.547	-0.006
3.548	0.008
3.549	0.010
3.550	-0.003
3.551	-0.010
3.552	0.006
3.553	0.009
3.554	0.011
3.555	0.008
3.556	-0.026
3.557	0.003
3.558	-0.038
3.559	0.010
3.560	-0.005
3.561	0.027
3.562	0.026
3.563	0.021
3.564	-0.006
3.565	0.012
3.566	-0.006
3.567	-0.001
3.568	-0.016
3.569	-0.029
3.570	-0.033
3.571	-0.039
3.572	-0.025
3.573	-0.024
3.574	-0.031
3.575	-0.027
3.576	0.006
3.577	0.039
3.578	-0.008
3.579	0.008
3.580	0.012
3.581	0.008
3.582	0.004
3.583	0.006
3.584	0.013
3.585	0.029
3.586	0.003
3.587	0.006
3.588	0.021
3.589	0.015
3.590	0.017
3.591	-0.019
3.592	0.008
3.593	-0.013
3.594	0.020
3.595	0.004
3.596	0.007
3.597	0.016
3.598	-0.009
3.599	-0.041
3.600	0.001
3.601	0.013
3.602	0.011
3.603	0.019
3.604	0.007
3.605	-0.024
3.606	0.003
3.607	0.001
3.608	0.025
3.609	0.003
3.610	-0.001
3.611	-0.013
3.612	-0.025
3.613	0.022
3.614	-0.006
3.615	0.002
3.616	0.030
3.617	0.028
3.618	0.009
3.619	0.017
3.620	0.018
3.621	0.027
3.622	0.014
3.623	0.013
3.624	0.030
3.625	0.034
3.626	0.016
3.627	0.008
3.628	-0.001
3.629	0.033
3.630	0.033
3.631	0.003
3.632	0.019
3.633	0.030
3.634	0.024
3.635	0.009
3.636	-0.013
3.637	0.043
3.638	0.020
3.639	0.015
3.640	-0.001
3.641	-0.006
3.642	-0.015
3.643	0.019
3.644	0.007
3.645	0.016
3.646	0.012
3.647	0.027
3.648	0.004
3.649	0.034
3.650	0.002
3.651	-0.028
3.652	-0.003
3.653	0.005
3.654	-0.022
3.655	-0.032
3.656	-0.019
3.657	-0.016
3.658	-0.005
3.659	-0.011
3.660	-0.010
3.661	0.028
3.662	0.048
3.663	0.035
3.664	0.009
3.665	0.011
3.666	-0.001
3.667	0.006
3.668	0.015
3.670	-0.003
3.670	0.018
3.671	-0.007
3.672	0.004
3.673	-0.015
3.674	-0.004
3.675	0.015
3.676	0.011
3.677	0.008
3.678	0.028
3.679	0.014
3.680	0.013
3.681	-0.019
3.682	0.029
3.683	0.046
3.684	-0.003
3.685	0.007
3.687	0.018
3.687	0.024
3.688	0.011
3.689	0.027
3.690	0.042
3.691	0.042
3.692	0.004
3.693	0.015
3.694	-0.008
3.695	-0.004
3.696	0.002
3.697	0.013
3.698	0.018
3.699	0.051
3.700	0.016
3.701	0.003
3.703	0.030
3.703	0.010
3.704	-0.020
3.705	-0.016
3.706	-0.035
3.707	-0.016
3.708	-0.011
3.709	-0.004
3.710	0.007
3.711	-0.021
3.712	0.028
3.713	-0.017
3.714	0.007
3.715	0.007
3.716	-0.005
3.717	0.005
3.718	0.000
3.719	0.007
3.720	0.011
3.721	0.018
3.722	0.003
3.723	-0.005
3.724	-0.016
3.725	-0.018
3.726	0.021
3.727	0.004
3.728	0.013
3.729	0.009
3.730	0.005
3.731	0.007
3.732	-0.007
3.733	-0.001
3.734	-0.019
3.735	-0.027
3.736	0.005
3.737	-0.011
3.738	0.013
3.739	0.021
3.740	0.000
3.741	-0.005
3.742	0.003
3.743	0.006
3.744	-0.020
3.745	-0.011
3.746	0.024
3.747	0.016
3.748	0.035
3.749	0.005
3.750	0.034
3.751	0.018
3.752	0.024
3.754	0.022
3.754	-0.012
3.755	0.009
3.756	-0.017
3.757	-0.022
3.758	-0.009
3.759	0.009
3.760	0.004
3.761	0.016
3.762	-0.008
3.763	0.008
3.764	0.009
3.765	0.014
3.766	-0.008
3.767	0.010
3.768	0.006
3.769	0.016
3.770	0.017
3.771	0.005
3.772	0.019
3.773	0.007
3.774	0.014
3.775	0.009
3.776	0.007
3.777	-0.001
3.778	0.025
3.779	0.001
3.780	-0.011
3.781	0.006
3.782	-0.011
3.783	-0.003
3.784	0.023
3.785	0.014
3.787	-0.002
3.787	0.002
3.788	0.004
3.789	0.002
3.790	-0.010
3.791	-0.010
3.792	0.017
3.793	0.002
3.794	0.029
3.795	0.026
3.796	0.010
3.797	0.035
3.798	0.015
3.799	-0.004
3.800	-0.007
3.801	0.001
3.802	0.010
3.803	0.002
3.804	0.003
3.805	0.008
3.806	0.010
3.807	0.016
3.808	-0.012
3.809	0.002
3.810	-0.014
3.811	-0.014
3.812	0.002
3.813	0.034
3.814	0.001
3.815	0.003
3.816	-0.001
3.817	0.013
3.818	0.010
3.819	0.002
3.820	-0.000
3.821	0.005
3.822	0.005
3.823	0.007
3.824	0.016
3.825	0.026
3.826	0.010
3.827	0.008
3.828	-0.003
3.829	0.010
3.830	-0.011
3.831	0.003
3.832	0.000
3.833	0.017
3.834	-0.001
3.835	0.019
3.836	0.012
3.837	-0.003
3.838	0.019
3.839	0.003
3.840	0.000
3.841	0.004
3.842	-0.018
3.843	0.003
3.844	0.014
3.845	-0.004
3.846	-0.003
3.847	0.005
3.848	0.013
3.849	0.010
3.850	0.006
3.851	-0.014
3.852	0.027
3.853	0.017
3.854	-0.008
3.855	-0.001
3.856	0.002
3.857	-0.003
3.858	-0.005
3.859	0.017
3.860	0.001
3.861	0.014
3.862	-0.001
3.863	0.001
3.864	-0.012
3.866	-0.021
3.866	-0.009
3.867	0.012
3.868	0.007
3.869	0.015
3.870	0.012
3.871	0.020
3.872	0.046
3.873	0.028
3.874	0.035
3.875	0.050
3.876	0.030
3.877	-0.000
3.878	0.006
3.879	0.009
3.880	-0.013
3.881	-0.004
3.882	0.016
3.883	0.000
3.884	-0.018
3.885	-0.001
3.887	-0.003
3.887	-0.016
3.888	-0.023
3.889	-0.031
3.890	-0.015
3.891	0.014
3.892	0.012
3.893	-0.008
3.894	-0.000
3.895	-0.013
3.896	-0.008
3.897	0.015
3.898	-0.011
3.899	-0.018
3.900	-0.009
3.901	-0.017
3.902	-0.013
3.903	0.023
3.904	0.001
3.905	-0.006
3.906	-0.002
3.907	-0.005
3.908	-0.027
3.909	0.001
3.910	0.004
3.911	0.013
3.912	0.015
3.913	0.030
3.914	0.032
3.915	0.028
3.916	0.034
3.917	0.027
3.919	0.030
3.919	0.020
3.920	0.025
3.921	-0.008
3.922	-0.009
3.923	0.013
3.924	-0.010
3.925	0.027
3.926	0.019
3.927	0.007
3.928	0.016
3.929	0.012
3.930	0.003
3.931	0.034
3.932	0.008
3.933	0.007
3.934	0.006
3.935	0.020
3.937	0.031
3.938	0.047
3.938	0.030
3.939	0.004
3.940	-0.005
3.941	-0.014
3.942	-0.014
3.943	-0.022
3.944	-0.016
3.945	-0.012
3.946	0.026
3.947	0.010
3.948	0.004
3.949	-0.011
3.950	-0.006
3.951	0.024
3.952	-0.001
3.953	-0.006
3.954	0.028
3.955	0.010
3.956	0.053
3.957	0.041
3.958	0.025
3.959	0.026
3.960	0.031
3.961	0.031
3.962	0.022
3.963	0.026
3.964	0.038
3.965	0.005
3.966	0.002
3.967	-0.016
3.968	0.012
3.970	0.026
3.971	0.022
3.971	-0.011
3.972	-0.001
3.973	-0.018
3.974	-0.022
3.975	0.011
3.976	0.005
3.977	-0.001
3.978	0.018
3.979	0.012
3.980	0.000
3.981	0.021
3.982	0.021
3.983	0.018
3.984	-0.014
3.985	0.004
3.986	0.006
3.988	0.009
3.988	0.013
3.989	-0.011
3.990	-0.006
3.991	0.019
3.992	0.001
3.993	0.002
3.994	-0.014
3.995	-0.011
3.996	0.012
3.997	0.020
3.998	0.024
3.999	0.007
4.000	0.021
4.001	0.004
4.002	0.008
4.003	-0.010
4.004	0.001
4.005	0.010
4.006	0.030
4.007	-0.000
4.008	-0.007
4.009	0.020
4.010	-0.007
4.011	-0.004
4.012	-0.015
4.013	-0.022
4.014	0.012
4.015	0.004
4.016	-0.003
4.017	0.002
4.018	0.002
4.020	-0.008
4.021	0.017
4.021	0.007
4.022	0.025
4.023	0.048
4.024	0.025
4.025	-0.010
4.026	-0.012
4.027	-0.025
4.028	0.029
4.029	0.031
4.030	0.022
4.031	0.007
4.032	0.021
4.033	-0.006
4.034	-0.020
4.035	-0.001
4.036	-0.021
4.038	-0.004
4.039	0.009
4.039	0.010
4.040	0.006
4.041	0.002
4.042	0.009
4.043	-0.009
4.044	0.008
4.045	0.010
4.046	0.005
4.047	0.019
4.048	-0.006
4.049	0.022
4.050	0.017
4.051	0.012
4.052	0.014
4.053	0.019
4.054	0.021
4.055	0.021
4.056	0.034
4.057	0.018
4.058	0.005
4.059	0.027
4.060	-0.004
4.061	0.001
4.062	-0.006
4.063	-0.002
4.064	0.011
4.065	0.037
4.066	0.009
4.067	-0.009
4.068	-0.035
4.070	-0.005
4.071	0.009
4.071	0.013
4.072	0.019
4.073	0.021
4.074	0.038
4.075	0.036
4.076	0.012
4.077	0.016
4.078	-0.011
4.079	0.006
4.080	0.017
4.081	0.001
4.082	0.040
4.083	-0.014
4.084	0.016
4.085	0.008
4.086	-0.000
4.088	-0.010
4.088	0.013
4.089	-0.023
4.090	-0.004
4.091	0.000
4.092	0.011
4.093	0.002
4.094	-0.010
4.095	0.019
4.096	0.014
4.097	0.003
4.098	-0.006
4.099	0.024
4.100	-0.004
4.101	-0.004
4.102	-0.010
4.103	0.016
4.104	-0.013
4.105	-0.028
4.106	-0.015
4.107	-0.016
4.108	-0.008
4.109	0.030
4.110	-0.003
4.111	0.003
4.112	-0.008
4.113	-0.010
4.114	-0.010
4.115	-0.009
4.116	0.001
4.117	0.006
4.118	0.013
4.120	0.006
4.120	0.003
4.121	0.007
4.122	0.010
4.123	0.023
4.124	-0.013
4.125	-0.018
4.126	0.010
4.127	0.030
4.128	0.044
4.129	0.027
4.130	-0.014
4.131	-0.009
4.132	0.019
4.133	0.004
4.134	0.008
4.135	-0.006
4.137	-0.027
4.138	-0.028
4.138	-0.007
4.139	0.021
4.140	0.012
4.141	-0.007
4.142	0.026
4.143	0.016
4.144	-0.011
4.145	-0.016
4.146	-0.004
4.147	0.039
4.148	-0.004
4.149	-0.002
4.150	0.020
4.151	0.028
4.152	0.008
4.153	0.000
4.154	0.022
4.155	0.016
4.156	0.010
4.157	0.016
4.158	0.022
4.159	0.031
4.160	0.010
4.161	0.040
4.162	0.036
4.163	0.026
4.164	0.018
4.165	0.023
4.167	0.017
4.167	0.002
4.168	0.019
4.169	0.020
4.170	0.037
4.171	0.007
4.172	0.029
4.173	0.026
4.174	0.025
4.175	0.002
4.176	0.012
4.177	-0.016
4.178	0.025
4.179	0.005
4.180	0.011
4.181	0.001
4.182	0.017
4.183	-0.008
4.184	-0.012
4.185	0.012
4.187	-0.003
4.188	-0.013
4.188	-0.013
4.189	0.000
4.190	0.010
4.191	0.006
4.192	-0.003
4.193	-0.013
4.194	-0.001
4.195	0.016
4.196	-0.007
4.197	-0.016
4.198	0.005
4.199	0.007
4.200	0.025
4.201	0.020
4.202	0.004
4.203	0.020
4.204	0.011
4.205	-0.011
4.206	-0.012
4.207	-0.003
4.208	-0.006
4.209	-0.000
4.210	0.027
4.211	0.008
4.212	0.029
4.213	0.028
4.214	-0.010
4.215	0.003
4.216	0.002
4.217	0.017
4.218	-0.004
4.220	0.025
4.220	0.007
4.221	0.033
4.222	0.030
4.223	0.010
4.224	0.045
4.225	0.010
4.226	0.005
4.227	0.007
4.228	0.005
4.229	0.012
4.230	0.028
4.232	-0.024
4.232	-0.018
4.233	0.007
4.234	0.019
4.235	0.030
4.236	0.022
4.238	-0.002
4.238	-0.011
4.239	-0.006
4.240	0.008
4.241	0.019
4.242	0.006
4.243	-0.000
4.244	0.001
4.245	0.009
4.246	-0.004
4.247	0.016
4.248	0.008
4.249	-0.003
4.250	0.007
4.251	0.013
4.252	0.029
4.253	0.013
4.254	0.006
4.255	-0.005
4.256	-0.022
4.257	0.004
4.258	0.005
4.259	-0.002
4.260	-0.002
4.261	0.005
4.262	0.002
4.263	0.011
4.264	0.010
4.265	0.007
4.266	0.005
4.267	0.022
4.268	0.016
4.270	0.005
4.270	0.001
4.271	0.006
4.272	0.011
4.273	0.012
4.274	0.009
4.275	0.002
4.276	0.025
4.277	0.035
4.278	0.009
4.279	-0.001
4.280	0.005
4.281	0.027
4.282	0.006
4.283	0.012
4.284	0.007
4.285	0.001
4.286	0.012
4.288	0.001
4.288	0.014
4.289	0.017
4.290	-0.001
4.291	0.011
4.292	-0.004
4.293	-0.013
4.294	-0.019
4.295	0.010
4.296	0.009
4.297	0.011
4.298	0.006
4.299	0.002
4.300	0.012
4.301	0.016
4.302	0.013
4.303	0.018
4.304	-0.016
4.305	0.019
4.306	0.003
4.307	-0.003
4.308	0.010
4.309	-0.004
4.310	0.001
4.311	-0.013
4.312	0.002
4.313	0.003
4.314	0.007
4.315	0.030
4.317	0.031
4.317	0.038
4.318	0.010
4.319	0.022
4.320	-0.016
4.321	0.008
4.322	0.012
4.323	0.014
4.324	0.026
4.325	-0.005
4.326	0.017
4.327	-0.006
4.328	-0.011
4.329	0.006
4.330	0.010
4.331	0.006
4.332	-0.003
4.333	-0.006
4.334	0.022
4.335	0.004
4.336	0.013
4.338	0.014
4.338	0.010
4.339	0.003
4.340	0.031
4.341	0.015
4.342	-0.006
4.343	-0.009
4.344	0.024
4.345	0.042
4.346	0.032
4.347	0.008
4.348	-0.014
4.349	-0.016
4.350	-0.008
4.351	0.018
4.352	0.026
4.353	-0.003
4.354	0.048
4.355	0.035
4.356	-0.009
4.357	0.010
4.358	0.017
4.359	0.006
4.360	0.018
4.361	0.023
4.362	0.001
4.363	0.023
4.364	-0.004
4.365	0.006
4.366	-0.013
4.367	0.003
4.368	0.023
4.369	-0.003
4.371	-0.029
4.371	-0.012
4.372	0.006
4.373	-0.007
4.374	0.015
4.375	0.001
4.376	0.023
4.377	0.003
4.378	0.004
4.379	0.003
4.380	0.013
4.381	0.002
4.382	-0.008
4.383	-0.004
4.384	0.001
4.385	0.020
4.387	0.006
4.387	0.011
4.388	0.015
4.389	0.008
4.390	0.005
4.391	0.013
4.392	-0.006
4.393	0.009
4.394	0.014
4.395	0.019
4.396	0.013
4.397	0.009
4.398	0.015
4.399	-0.014
4.400	-0.008
4.401	-0.009
4.402	0.006
4.403	0.019
4.404	-0.001
4.405	0.004
4.406	0.015
4.407	0.003
4.408	-0.014
4.409	-0.011
4.410	0.003
4.411	0.015
4.412	0.016
4.413	0.021
4.414	0.036
4.415	0.044
4.416	0.026
4.419	0.033
4.420	0.029
4.420	0.003
4.420	-0.013
4.421	0.002
4.422	0.005
4.423	0.014
4.424	0.033
4.425	0.024
4.426	0.009
4.427	-0.008
4.428	0.025
4.429	0.026
4.430	0.003
4.431	0.006
4.432	0.014
4.433	0.022
4.434	0.002
4.435	0.023
4.436	0.004
4.438	0.014
4.439	0.006
4.439	0.002
4.440	-0.012
4.441	-0.001
4.442	-0.006
4.443	0.011
4.444	0.018
4.445	0.024
4.446	-0.009
4.447	0.017
4.448	0.004
4.449	-0.019
4.450	-0.014
4.451	0.013
4.452	0.007
4.453	0.028
4.454	0.023
4.455	0.036
4.456	0.041
4.457	0.033
4.458	0.044
4.459	0.009
4.460	0.027
4.461	0.021
4.462	0.025
4.463	0.031
4.465	-0.002
4.465	0.004
4.466	-0.011
4.467	0.005
4.468	0.010
4.471	0.010
4.471	0.006
4.471	0.012
4.472	-0.027
4.473	0.011
4.474	0.036
4.475	0.009
4.476	-0.013
4.477	-0.020
4.478	-0.022
4.479	-0.023
4.480	-0.005
4.482	-0.010
4.482	0.006
4.483	0.020
4.484	0.004
4.485	0.013
4.486	0.005
4.488	-0.009
4.488	-0.014
4.489	-0.028
4.490	-0.020
4.491	0.007
4.492	0.018
4.493	0.020
4.494	0.019
4.495	0.005
4.496	-0.002
4.497	0.010
4.499	0.018
4.499	-0.015
4.500	0.001
4.501	0.002
4.502	0.010
4.504	-0.021
4.504	0.011
4.505	0.012
4.506	0.035
4.507	0.030
4.508	0.021
4.509	-0.006
4.510	-0.000
4.511	-0.006
4.512	-0.001
4.513	0.022
4.514	0.009
4.515	0.012
4.516	0.011
4.517	0.044
4.518	0.000
4.519	-0.027
4.520	-0.022
4.521	-0.036
4.522	-0.008
4.523	0.014
4.524	-0.004
4.525	-0.008
4.526	-0.024
4.527	0.006
4.528	-0.021
4.529	-0.019
4.530	0.004
4.531	0.010
4.532	-0.008
4.533	-0.004
4.534	0.000
4.536	-0.011
4.537	-0.003
4.537	0.007
4.538	0.008
4.539	-0.030
4.540	-0.042
4.541	-0.032
4.542	0.006
4.543	0.001
4.544	-0.003
4.545	0.025
4.546	0.010
4.547	0.010
4.548	0.011
4.549	0.006
4.550	0.004
4.551	0.008
4.552	0.024
4.554	0.003
4.555	0.029
4.555	0.024
4.556	0.025
4.557	0.003
4.558	-0.018
4.559	-0.001
4.560	0.016
4.561	-0.015
4.562	-0.042
4.563	-0.024
4.564	-0.047
4.565	-0.033
4.566	0.019
4.567	0.007
4.568	-0.007
4.569	-0.014
4.570	0.012
4.571	0.038
4.572	0.013
4.573	0.001
4.574	0.008
4.575	0.008
4.576	0.020
4.577	0.012
4.578	0.018
4.579	-0.014
4.580	0.004
4.581	0.004
4.583	-0.003
4.583	0.011
4.584	0.006
4.586	-0.029
4.587	0.014
4.589	0.005
4.589	0.002
4.589	0.017
4.590	0.010
4.591	0.030
4.592	0.018
4.593	0.015
4.594	-0.009
4.595	-0.008
4.596	-0.010
4.598	-0.006
4.598	0.001
4.599	0.011
4.600	0.011
4.601	-0.002
4.602	0.029
4.604	0.013
4.605	0.008
4.605	0.032
4.606	0.029
4.607	0.013
4.608	-0.004
4.609	-0.028
4.610	0.014
4.611	0.029
4.612	0.018
4.613	0.036
4.614	-0.013
4.616	-0.016
4.616	-0.026
4.617	0.028
4.618	0.036
4.619	0.045
4.620	0.042
4.621	0.019
4.622	0.003
4.623	0.016
4.624	0.006
4.625	0.010
4.626	0.016
4.627	0.019
4.628	0.013
4.629	0.020
4.630	0.016
4.631	-0.005
4.633	-0.009
4.633	0.040
4.634	0.016
4.635	0.020
4.637	0.003
4.637	0.014
4.638	0.013
4.639	0.002
4.640	0.004
4.641	0.000
4.642	0.005
4.643	-0.020
4.644	0.001
4.645	0.000
4.646	0.003
4.647	0.021
4.648	0.019
4.649	-0.008
4.650	-0.005
4.651	0.001
4.653	-0.011
4.654	-0.016
4.655	-0.030
4.656	-0.013
4.656	0.001
4.657	0.011
4.658	0.047
4.659	0.027
4.660	0.021
4.661	0.016
4.662	0.019
4.663	0.031
4.664	0.017
4.665	0.015
4.666	0.014
4.667	0.016
4.668	0.013
4.669	0.023
4.670	0.017
4.671	0.014
4.672	0.025
4.673	0.023
4.674	0.021
4.675	0.000
4.676	0.004
4.677	-0.018
4.678	-0.010
4.679	0.001
4.680	0.006
4.681	0.026
4.683	0.043
4.683	0.019
4.684	-0.011
4.685	0.022
4.687	0.004
4.688	0.003
4.688	-0.011
4.689	0.009
4.690	0.009
4.691	0.024
4.692	0.013
4.693	0.006
4.694	0.001
4.695	0.005
4.696	0.018
4.697	0.005
4.699	0.005
4.699	-0.007
4.700	0.002
4.701	0.022
4.702	0.032
4.704	-0.012
4.705	0.007
4.705	-0.019
4.706	-0.028
4.707	-0.018
4.708	-0.024
4.709	0.002
4.710	0.002
4.711	0.005
4.712	-0.017
4.713	-0.011
4.714	-0.002
4.715	-0.007
4.717	-0.009
4.717	-0.004
4.718	0.019
4.719	0.034
4.720	0.016
4.721	0.014
4.722	0.042
4.723	0.007
4.724	0.011
4.725	-0.000
4.726	0.009
4.727	-0.012
4.728	0.001
4.729	-0.013
4.731	-0.009
4.731	-0.003
4.733	-0.018
4.734	-0.009
4.734	-0.014
4.735	-0.004
4.736	0.008
4.737	0.002
4.738	0.019
4.739	-0.004
4.740	-0.017
4.741	-0.014
4.742	0.017
4.743	-0.001
4.744	0.029
4.745	0.006
4.746	0.001
4.747	-0.010
4.748	-0.012
4.749	-0.004
4.750	0.005
4.751	0.024
4.753	-0.004
4.753	0.009
4.754	-0.007
4.755	-0.022
4.756	0.002
4.757	0.010
4.758	0.009
4.759	0.003
4.760	-0.007
4.761	-0.017
4.762	-0.007
4.764	-0.012
4.764	-0.029
4.766	-0.002
4.766	0.023
4.767	0.002
4.768	0.011
4.769	-0.006
4.771	0.027
4.772	0.030
4.772	0.002
4.773	-0.012
4.774	0.014
4.775	-0.001
4.776	-0.005
4.777	0.014
4.778	0.020
4.779	0.046
4.780	0.021
4.781	0.003
4.783	0.014
4.783	0.017
4.784	0.035
4.785	-0.007
4.786	-0.018
4.788	-0.020
4.788	-0.026
4.789	-0.005
4.790	0.014
4.791	0.018
4.792	0.036
4.793	0.005
4.794	0.007
4.795	-0.002
4.796	-0.018
4.797	-0.017
4.798	0.006
4.799	0.018
4.801	-0.007
4.801	0.001
4.802	0.010
4.804	-0.006
4.804	-0.009
4.806	-0.034
4.806	-0.015
4.807	0.018
4.808	0.046
4.809	0.024
4.810	0.015
4.811	-0.014
4.812	0.016
4.813	0.051
4.814	0.040
4.816	-0.012
4.817	-0.022
4.817	-0.019
4.818	-0.017
4.819	0.008
4.821	0.039
4.822	0.037
4.822	0.025
4.823	0.014
4.824	-0.009
4.825	0.014
4.826	0.046
4.827	0.008
4.828	0.017
4.829	0.026
4.830	0.040
4.832	-0.004
4.832	0.012
4.833	0.015
4.834	0.013
4.835	0.002
4.836	0.002
4.837	0.002
4.838	-0.011
4.839	-0.023
4.841	-0.007
4.842	-0.018
4.842	-0.011
4.843	-0.000
4.844	0.009
4.845	0.020
4.846	0.006
4.847	0.015
4.848	0.018
4.849	0.020
4.850	0.029
4.851	0.034
4.853	0.000
4.854	0.012
4.854	-0.002
4.855	0.002
4.856	-0.007
4.857	0.006
4.858	0.032
4.859	0.024
4.860	0.030
4.861	0.017
4.862	0.017
4.863	0.039
4.864	0.015
4.866	-0.005
4.866	0.016
4.867	0.045
4.868	0.033
4.869	0.028
4.872	0.031
4.872	0.032
4.872	0.031
4.873	0.008
4.874	0.016
4.876	-0.005
4.876	0.011
4.877	0.004
4.878	0.009
4.880	-0.008
4.880	0.018
4.881	0.017
4.882	0.006
4.883	0.028
4.884	0.026
4.885	-0.009
4.887	-0.001
4.887	0.008
4.888	0.022
4.889	0.008
4.890	0.017
4.892	-0.003
4.892	0.018
4.893	0.019
4.894	-0.008
4.896	-0.013
4.896	0.006
4.897	0.002
4.898	0.015
4.899	0.029
4.900	0.003
4.902	-0.017
4.903	0.001
4.904	0.012
4.905	-0.004
4.905	0.039
4.906	0.003
4.907	-0.007
4.908	0.010
4.909	0.010
4.910	0.002
4.911	0.014
4.913	-0.001
4.913	0.005
4.914	0.011
4.915	0.001
4.917	-0.001
4.917	-0.027
4.918	0.012
4.919	0.007
4.920	0.002
4.922	-0.003
4.922	-0.023
4.924	-0.010
4.924	0.005
4.925	0.032
4.926	-0.012
4.927	-0.005
4.928	-0.017
4.929	0.024
4.930	0.000
4.932	-0.012
4.933	-0.022
4.934	0.016
4.934	0.002
4.935	-0.011
4.936	0.021
4.937	0.011
4.938	0.007
4.939	0.007
4.941	-0.008
4.941	-0.005
4.942	0.007
4.943	0.013
4.944	0.014
4.945	0.011
4.946	0.009
4.948	-0.020
4.949	-0.006
4.949	0.002
4.950	-0.010
4.952	-0.024
4.952	0.002
4.954	0.033
4.955	-0.008
4.956	-0.014
4.956	-0.010
4.957	0.016
4.958	0.019
4.959	0.005
4.960	0.024
4.961	0.011
4.962	0.034
4.963	0.046
4.965	0.031
4.965	0.007
4.967	0.017
4.967	0.009
4.968	0.020
4.969	0.001
4.971	0.016
4.971	0.009
4.972	0.034
4.973	0.033
4.975	0.003
4.975	0.006
4.976	-0.020
4.977	0.003
4.978	0.002
4.979	0.006
4.981	-0.019
4.981	0.007
4.982	0.037
4.983	0.019
4.984	0.004
4.986	-0.003
4.986	0.023
4.987	0.014
4.988	0.018
4.989	0.027
4.990	0.020
4.992	-0.011
4.992	0.004
4.994	-0.025
4.994	0.014
4.996	-0.024
4.996	-0.027
4.997	0.008
4.998	0.011
4.999	0.008
5.000	-0.010
5.001	0.011
